id,name,zone,lat,lon,area,addl
2180,North Wood,1,42.486250,-76.469567,Lansing (Village/ Shops at Ithaca Mall) ,"On Warren Rd. North of NYS Rt 13. West of airport."
9245,Northway @ The Parkway,1,42.465322,-76.486752,Cayuga Heights,""
9040,Oak Hill Manor,1,42.432529,-76.491790,Ithaca - South Hill (no IC),""
8111,Ornithology Lab,1,42.480507,-76.449042,Town of Ithaca - Northeast ,"Sapsucker Woods. Cornell Laboratory of Ornithology, hiking, bird watching, 607-274-2473"
9009,Overlook Apts.,1,42.465750,-76.540300,Town of Ithaca - West Hill ,""
9398,P and C - see East Hill Plaza for times,1,42.437596,-76.464238,,""
8041,Parkway @ Upland,1,42.463751,-76.486608,Cayuga Heights,""
8057,Pinckney @ Lower Creek,1,42.477183,-76.406233,Dryden (Town) ,"Zone boundary stop between zone 1 & 2."
9316,Pine Tree @ Honness Ln.,1,42.429836,-76.462564,Town of Ithaca - East Hill ,""
9397,Pine Tree @ Rte. 79,1,42.423506,-76.461483,Town of Ithaca - East Hill ,""
9307,Pine Tree Rd.@ East Hill Plaza,1,42.437627,-76.465061,Town of Ithaca - East Hill ,""
9306,Pine Tree Rd.@ Rite Aid,1,42.437568,-76.465259,Town of Ithaca - East Hill ,""
9130,Plain @ Center,1,42.435418,-76.503661,Ithaca - Southside/ Southwest ,""
9128,Plain @ Clinton,1,42.436608,-76.503728,Ithaca - Southside/ Southwest ,""
9216,Plain @ Elmira Rd.,1,42.430742,-76.503575,Ithaca - Southside/ Southwest ,""
9132,Plain @ North Titus (Southbound),1,42.434389,-76.503755,Ithaca - Southside/ Southwest ,""
9131,Plain @ South Titus (Northbound),1,42.433791,-76.503569,Ithaca - Southside/ Southwest ,""
9134,Plain @ Wood,1,42.432661,-76.503514,Ithaca - Southside/ Southwest ,""
8078,Pleasant Grove @ Hanshaw,1,42.468133,-76.478100,Cayuga Heights,""
9261,Pleasant Grove @ Jessup,1,42.456974,-76.474309,Cornell - North Campus ,""
9353,Post Office @ Warren Rd.,1,42.490054,-76.467617,Lansing (Town) ,""
9374,Professional Building,1,42.468065,-76.541158,Town of Ithaca - West Hill ,""
2200,Public Safety Building,1,42.492333,-76.467983,Lansing (Town) ,""
9345,Ridgewood @ Thurston,1,42.454235,-76.488748,Cornell - North Campus ,""
9346,Ridgewood @ Wyckoff,1,42.456632,-76.487299,Cornell - North Campus ,""
3610,Risley Hall,1,42.452872,-76.481235,Cornell - North Campus ,""
9405,Robert H. Treman S.P. - Lower entrance,1,42.398499,-76.552214,Ithaca - Southside/ Southwest ,""
3650,Robert Purcell Community Center,1,42.456133,-76.478300,Cornell - North Campus ,""
9329,Robert Purcell Community Center @ Jessup,1,42.456638,-76.477067,Cornell - North Campus ,""
3030,Rockefeller Hall,1,42.449383,-76.482667,Cornell - Central Campus ,""
9259,Rose Hill Rd. @ Murial St.,1,42.473988,-76.461807,Town of Ithaca - Northeast ,""
9015,Rt. 13 @ George,2,42.489835,-76.328362,Dryden (Town) ,""
4190,Rt. 13 @ Irish Settlement,2,42.489669,-76.327995,Dryden (Town) ,""
9014,Rt. 13 @ Johnson,2,42.487150,-76.343217,Dryden (Town) ,""
4110,Rt. 13 @ Kirk,1,42.480896,-76.373348,Dryden (Town) ,""
9364,Rt. 13 @ Mineah Rd.,1,42.480516,-76.373874,Dryden (Town) ,""
8059,Rt. 13 @ Yellowbarn,2,42.487150,-76.343217,Dryden (Town) ,"NYS Route 13 @ Yellow barn Rd"
9288,Rt. 34B (Auburn Rd.) @ Woodsedge Dr.,2,42.538062,-76.499476,Lansing (Town) ,""
9290,Rt. 34B (Ridge Rd.) @ Beach,1,42.538758,-76.510849,Lansing (Town) ,""
9296,Rt. 34B (Ridge Rd.) @ Beckwith Ln.,1,42.560256,-76.556039,Lansing (Town) ,""
9291,Rt. 34B (Ridge Rd.) @ Brickyard,1,42.543516,-76.524839,Lansing (Town) ,""
9289,Rt. 34B (Ridge Rd.) @ Conlon Rd.,2,42.538094,-76.507587,Lansing (Town) ,""
9300,Rt. 34B (Ridge Rd.) @ Drake Rd.,2,42.538963,-76.512201,Lansing (Town) ,""
9292,Rt. 34B (Ridge Rd.) @ Emmons Rd.,2,42.578998,-76.582582,Lansing (Town) ,""
9298,Rt. 34B (Ridge Rd.) @ Lakeview Dr.,2,42.556684,-76.548400,Lansing (Town) ,""
9293,Rt. 34B (Ridge Rd.) @ Lansing Station Rd,2,42.579243,-76.583172,Lansing (Town) ,""
9299,Rt. 34B (Ridge Rd.) @ Portland Pt. Rd.,2,42.541034,-76.519003,Lansing (Town) ,""
9295,Rt. 34B (Ridge Rd.) @ Ross Rd.,2,42.568877,-76.574299,Lansing (Town) ,""
9297,Rt. 34B (Ridge Rd.) @ Speary Ln.,2,42.558269,-76.550830,Lansing (Town) ,""
9294,Rt. 34B (Ridge Rd.) @ Swayze Rd.,2,42.576486,-76.580790,Lansing (Town) ,""
9360,Rt. 366 @ Kirk Rd.,1,42.490838,-76.374373,Dryden (Town) ,""
9224,Rt. 79 @ Applegate,2,42.451486,-76.611314,Enfield ,""
8073,Rt. 79 @ Crispell's,2,42.402600,-76.423967,Caroline/ Brooktondale,"NYS Rt. 79 at Brooktondale Rd., Crispell's Auto Repair"
9226,Rt. 79 @ Sheffield,1,42.447243,-76.571145,Enfield ,""
9225,Rt. 79 @ VanDorn,2,42.452056,-76.591229,Enfield ,""
9214,Rt. 96 @ Bundy Road,1,42.460566,-76.529871,Town of Ithaca - West Hill ,""
9239,Rt. 96 @ Elm St.,2,42.541635,-76.660709,Trumansburg ,""
9230,Rt. 96 @ Krums Corner,2,42.486166,-76.573398,Ulysses ,""
9231,Rt. 96 @ Perry City Rd.,2,42.495786,-76.596014,Ulysses ,""
9234,Rt. 96 @ South Street,2,42.540884,-76.658360,Trumansburg ,""
3300,Sage Hall,1,42.445483,-76.482633,Cornell - Central Campus ,""
9257,Salem Dr. @ Birchwood,1,42.471313,-76.456840,Town of Ithaca - Northeast ,""
9141,Salvation Army @ Spencer/Elmira Rd.,1,42.419877,-76.519164,Ithaca - Southside/ Southwest ,"Stop is located on Spencer Road  across from the Salvation Army."
9186,Sandy Creek Mobile Home Park,2,42.451174,-76.626270,Enfield ,"On route 79 @ Sandy Creek Mobile Home Park with service to Enfield and select service to Schuyler County."
3000,Schwartz Performing Arts,1,42.442333,-76.485483,Ithaca - Collegetown ,"Schwartz Center for the Performing Arts is on part of the Cornell Campus located in Collegetown. Collegetown begins after crossing the bridge over Cascadilla Creek gorge."
9055,Seneca @ Albany,1,42.440498,-76.501536,Ithaca - Downtown/ Commons,""
1040,Seneca @ Commons,1,42.440543,-76.496550,Ithaca - Downtown/ Commons,"North side of Ithaca Commons (Bank Alley). Part of Seneca St. Parking Garage. E. Seneca St & N. Tioga St."
9053,Seneca @ Fulton (Greenstar),1,42.440084,-76.510954,Ithaca - West Hill/ West End ,""
9386,Sheraton Dr. @ Triphammer,1,42.478186,-76.481420,Lansing (Village/ Shops at Ithaca Mall) ,""
9028,Shops at Ithaca Mall @ Sears,1,42.482900,-76.489917,Lansing (Village/ Shops at Ithaca Mall) ,""
9343,Sigma Delta Tau,1,42.456136,-76.488797,Cornell - North Campus ,""
9308,Snyder Hill Rd @ Regency,1,42.426205,-76.455263,Town of Ithaca - East Hill ,""
9309,Snyder Hill Rd @ Sharlene Rd.,1,42.424177,-76.452398,Town of Ithaca - East Hill ,""
9035,South Hill Business Park,1,42.423274,-76.502159,Ithaca - South Hill (no IC),""
9064,South Hill School,1,42.433973,-76.491805,Ithaca - South Hill (no IC),""
8121,Spencer Rd. @ Meadow St.,1,42.426312,-76.507786,Ithaca - Southside/ Southwest ,""
9105,State @ Albany,1,42.439375,-76.501864,Ithaca - Downtown/ Commons,""
8038,State @ Corn,1,42.439200,-76.506333,Ithaca - West Hill/ West End ,""
8036,State @ Fulton (Maxie's),1,42.439142,-76.509956,Ithaca - West Hill/ West End ,"From Ithaca Bus Station going East to Commons, Cornell & IC. Stop located near Maxie's Supper Club and Coldwell Banker."
9109,State @ Meadow,1,42.439317,-76.508102,Ithaca - West Hill/ West End ,"near Mobil Station"
9106,State @ Plain,1,42.439296,-76.504066,Ithaca - Downtown/ Commons,""
9037,State @ Quarry,1,42.438668,-76.488492,Ithaca - Collegetown ,""
9351,State @ Stewart (inbound to Commons),1,42.439360,-76.490466,Ithaca - Collegetown ,""
9036,State @ Stewart (outbound),1,42.439209,-76.490478,Ithaca - Collegetown ,""
9394,State St. @ Taughannock Blvd.,1,42.439517,-76.512485,Ithaca - West Hill/ West End ,"Stop is located near Trombley Tire"
3330,Statler Hall,1,42.445983,-76.482567,Cornell - Central Campus ,""
9399,Stewart @ Seneca (Outbound),1,42.440598,-76.489694,Ithaca - Collegetown ,""
9247,Stewart @ Seneca St. (Inbound),1,42.440775,-76.489831,Ithaca - Collegetown ,""
3910,Stewart @ University,1,42.448963,-76.490156,Cornell - West Campus ,""
3800,Stewart @ Williams,1,42.442511,-76.489861,Ithaca - Collegetown ,"Stewart Ave. & Williams St. @ The Chapter House."
1520,Stewart Park,1,42.462652,-76.500450,Ithaca - Northside/ Fall Creek ,"Next to City Youth Bureau & south shore of Cayuga Lake. No lake swimming facillities - too shallow & silty. Family recreation. Great picnic spot. Fishing access to Fall Creek."
9372,Sunnys @ Rt. 34/96,2,42.387233,-76.553898,Newfield ,""
9111,Sunrise @ Hector,1,42.443633,-76.516777,Ithaca - West Hill/ West End ,"Near Army Reserve Station"
9199,Target-stop moved to Sears entrance,1,42.482510,-76.489938,Lansing (Village/ Shops at Ithaca Mall) ,"Bus is no longer permitted to stop in front of Target. Stop has been moved to the bus shelter at the Sears entrance."
8027,Taughannock Falls,2,42.544675,-76.597481,Trumansburg ,"Taughannock Falls State Park. Summer service to swimming area. TCAT Rt. 22 turn-around. Public swimming in Cayuga lake, fishing and boating access, picnic spots, childrens' play- ground, summer concer"
9328,TC Community Action,1,42.419576,-76.518660,Ithaca - Southside/ Southwest ,""
9382,TC Public Library - see Green@Commons,1,42.438423,-76.498715,Ithaca - Downtown/ Commons,"See "Green @ Commons" stop for schedule information"
4440,TC3,2,42.502800,-76.288417,Dryden (Village/ TC3) ,"Cricle with flag pole closest to TC3 front doors. Community College Dryden Campus."
9188,TC3 Dorms,2,42.499575,-76.284428,Dryden (Village/ TC3) ,""
8139,TCAT Offices,1,42.452567,-76.505517,Ithaca - Northside/ Fall Creek ,"TCAT Offices, GADABOUT Office, TCAT Operations and Maintenance Facility. TCAT Conference Room."
3070,Teagle Hall,1,42.445817,-76.479683,Cornell - Central Campus ,""
9112,Third @ Adams,1,42.447304,-76.505729,Ithaca - Northside/ Fall Creek ,""
9159,Third @ Cascadilla,1,42.444535,-76.503706,Ithaca - Northside/ Fall Creek ,""
8031,Third @ Hancock,1,42.446372,-76.504980,Ithaca - Northside/ Fall Creek ,"Hancock Plaza includes Dept. of Motor Vehicles (driving permits, licenses, plates, car registrations)."
9158,Third @ Madison,1,42.445537,-76.504527,Ithaca - Northside/ Fall Creek ,""
9267,Thornwood Dr. @ Courtyard Ithaca,1,42.484287,-76.464618,Town of Ithaca - Northeast ,""
9196,Thurston @ Fall Creek Dr.,1,42.453566,-76.483751,Cornell - North Campus ,""
9344,Thurston @ Highland,1,42.453735,-76.486473,Cornell - North Campus ,""
1570,Thurston @ Ridgewood,1,42.454267,-76.488867,Cayuga Heights,""
9347,Thurston @ Stewart,1,42.454667,-76.490547,Cornell - North Campus ,""
9376,Thurston @ Waite,1,42.453511,-76.485108,Cornell - North Campus ,""
9240,Thurston @ Wyckoff,1,42.453647,-76.483684,Cornell - North Campus ,""
9027,Tioga @ Court St.,1,42.442500,-76.496900,Ithaca - Downtown/ Commons,""
9406,Tioga @ Falls,1,42.452701,-76.497489,Ithaca - Northside/ Fall Creek ,""
1290,Titus Towers I,1,42.431567,-76.504417,Ithaca - Southside/ Southwest ,""
9017,Tobin Field House,1,42.456450,-76.481023,Cornell - North Campus ,"On Jessup Rd. at the intersection of Triphammer Rd. at the Tobin Field House."
9408,Tobin Field House-Across the street,1,42.456319,-76.480916,Cornell - North Campus ,""
8085,Tompkins @ Cayuga,1,42.448433,-76.499433,Ithaca - Northside/ Fall Creek ,"Eastbound on Tompkins Street at Cayuga Street"
8082,Tompkins @ Dey,1,42.448394,-76.500536,Ithaca - Northside/ Fall Creek ,""
8140,Tops Supermarket (Ithaca),1,42.431967,-76.509683,Ithaca - Southside/ Southwest ,""
8110,Tops Supermarket (Lansing),1,42.482348,-76.486495,Lansing (Village/ Shops at Ithaca Mall) ,"This supermarket is after the Shops at Ithaca Mall stop in the Vlillage of Lansing.Food. Retail."
9356,Triphammer @ 34B,2,42.538410,-76.492567,Lansing (Town) ,""
8137,Triphammer @ Cayuga Mall,1,42.483666,-76.485491,Lansing (Village/ Shops at Ithaca Mall) ,"On Triphammer Rd. across from the Pyramid Mall, adjacent to the Cayuga Mall."
9271,Triphammer @ Dearborn,1,42.456380,-76.481409,Town of Ithaca - Northeast ,""
8079,Triphammer @ Hanshaw,1,42.469790,-76.480556,Cayuga Heights,""
9025,Triphammer @ Jessup,1,42.456149,-76.481098,Cornell - North Campus ,""
9242,Triphammer @ Lansing West Apts.,1,42.479114,-76.482721,Lansing (Village/ Shops at Ithaca Mall) ,"Across from Triphammer Mall"
9198,Triphammer @ Mobile / First Niagara,1,42.483681,-76.485502,Lansing (Village/ Shops at Ithaca Mall) ,"Shelter in front of First Niagara Bank"
9243,Triphammer @ Northway,1,42.466668,-76.484209,Cayuga Heights,""
9044,Triphammer @ Savage Farm,1,42.476677,-76.481980,Cayuga Heights,""
8133,Triphammer @ Sheraton,1,42.478167,-76.481967,Lansing (Village/ Shops at Ithaca Mall) ,"Bus shelter is at corner of Sheraton Drive and Triphammer Road.  Serves Clarion University Hotel and Conference Center."
9241,Triphammer @ Tompkins Trust Co.,1,42.478817,-76.482246,Lansing (Village/ Shops at Ithaca Mall) ,""
1640,Triphammer @ Upland,1,42.464555,-76.484123,Cayuga Heights,""
9333,Triphammer @ Wait,1,42.454673,-76.481524,Cornell - North Campus ,""
9236,Trumansburg - W. Main @ Washington,2,42.542086,-76.663681,Trumansburg ,""
9235,Trumansburg @ Tompkins Trust Co.,2,42.542101,-76.662641,Trumansburg ,""
6400,Trumansburg Central School,2,42.539283,-76.653167,Trumansburg ,"Bus shelter on NYS Rt. 96 next to schools."
9233,Trumansburg Fairgrounds,2,42.535975,-76.646676,Trumansburg ,""
9238,Trumansburg Park-n-ride,2,42.542022,-76.666718,Trumansburg ,""
301,Turkey Hill @ Ellis Hollow,1,42.430783,-76.428317,Dryden (Town) ,""
9321,Turkey Hill Rd. @ Mt. Pleasant Rd.,1,42.453355,-76.429396,Dryden (Town) ,""
9322,Turkey Hill Rd. @ Stevenson,1,42.445058,-76.429353,Dryden (Town) ,""
9033,University @ Cornell Ave.,1,42.447253,-76.493056,Cornell - West Campus ,"The University @ Cornell stop is located on University Ave. at Cornell St.  This is on the northbound (uphill) side of the road."
9059,University @ Lake,1,42.449406,-76.492236,Cornell - West Campus ,""
8127,University @ Stewart,1,42.449295,-76.490566,Cornell - West Campus ,"Stop is temporarily located on University Ave, next to West Campus dorm construction site. Look for bus shelter."
9263,Uptown Rd. @ Cinema Dr.,1,42.481135,-76.478353,Lansing (Village/ Shops at Ithaca Mall) ,""
9266,Uptown Rd. @ Warren Rd.,1,42.478566,-76.467825,Town of Ithaca - Northeast ,""
9265,Uptown Rd. @ Warrenwood Apts.,1,42.478491,-76.468803,Town of Ithaca - Northeast ,""
2540,Uptown Village Apts.,1,42.478491,-76.472665,Lansing (Village/ Shops at Ithaca Mall) ,""
3090,Uris Hall,1,42.447503,-76.482349,Cornell - Central Campus ,""
8106,Uris Hall Across Street,1,42.447613,-76.482058,Cornell - Central Campus ,"On Tower Rd. Near the A.D. White House accross the street from Uris Hall"
9367,Valley Rd. @ Boiceville Rd.,2,42.385771,-76.360323,Caroline/ Brooktondale,""
4000,Varna (Shelter),1,42.454283,-76.440733,Dryden (Town) ,"Bus shelter across from gas station on NYS Rt. 366."
9319,Varna Auto (across from bus shelter),1,42.454182,-76.440543,Dryden (Town) ,""
8101,Vet Medical Center,1,42.446463,-76.464828,Cornell - Vet School Area ,"Last stop in B-Lot inbound to central campus on 80's & 90's routes."
8044,Vet School,1,42.447361,-76.466653,Cornell - Vet School Area ,""
2160,Village Meadows Townhouses,1,42.485335,-76.481216,Lansing (Village/ Shops at Ithaca Mall) ,""
9348,Wait @ Triphammer,1,42.454522,-76.481726,Cornell - North Campus ,""
9272,Wait Ave. @ Thurston Ave.,1,42.453630,-76.485030,Town of Ithaca - Northeast ,""
8138,Wal*Mart,1,42.428731,-76.513445,Ithaca - Southside/ Southwest ,"South Meadow Square"
9008,Warren Pl. @ Cliff Park,1,42.441998,-76.524185,Ithaca - West Hill/ West End ,""
9114,Warren Pl. @ Hector (Route 79),1,42.448573,-76.526374,Ithaca - West Hill/ West End ,""
9117,Warren Pl. @ Hook,1,42.439595,-76.523952,Ithaca - West Hill/ West End ,""
9115,Warren Pl. @ Richard,1,42.445715,-76.525620,Ithaca - West Hill/ West End ,""
9116,Warren Pl. @ Sunrise,1,42.443886,-76.524544,Ithaca - West Hill/ West End ,""
9250,Warren Rd. @ Arrowood,1,42.478380,-76.466882,Town of Ithaca - Northeast ,""
9354,Warren Rd. @ Asbury,2,42.524669,-76.472687,Lansing (Town) ,""
9269,Warren Rd. @ Dart Dr.,1,42.483547,-76.467411,Town of Ithaca - Northeast ,""
9334,Warren Rd. @ Dutch Mill Rd.,1,42.507635,-76.471581,Lansing (Town) ,""
4570,Warren Rd. @ Farrell,1,42.514467,-76.472000,Lansing (Town) ,""
9409,Warren Rd. @ Hanshaw,1,42.467209,-76.466054,Town of Ithaca - Northeast ,""
9337,Warren Rd. @ Northwoods Dr.,1,42.486372,-76.467719,Lansing (Town) ,""
9270,Warren Rd. @ Uptown Rd.,1,42.478914,-76.467156,Town of Ithaca - Northeast ,""
9335,Warren Rd. @ Village Circle,1,42.511226,-76.471839,Lansing (Town) ,""
9253,Warren Rd. @ Winthrop,1,42.472904,-76.464833,Town of Ithaca - Northeast ,""
9252,Warrenwood Apts.,1,42.477045,-76.467089,Town of Ithaca - Northeast ,""
8132,Wegmans,1,42.434957,-76.509658,Ithaca - Southside/ Southwest ,"Wegmans Supermarket. Food/Pharmacy."
8118,West Village @ Elm St.,1,42.436500,-76.522500,Ithaca - West Hill/ West End ,""
2320,Winston Ct.,1,42.475633,-76.457550,Town of Ithaca - Northeast ,""
9258,Winston Dr. @ Rose Hill Rd.,1,42.474162,-76.458342,Town of Ithaca - Northeast ,""
9287,Woodsedge Apartments,2,42.535256,-76.499219,Lansing (Town) ,""
9016,Wyckoff @ Highland,1,42.456149,-76.486151,Cayuga Heights,""
9332,Wyckoff @ Wait,1,42.454558,-76.483786,Cornell - North Campus ,""
9200,YMCA,1,42.486023,-76.488876,Lansing (Village/ Shops at Ithaca Mall) ,""
9151,Youth Bureau,1,42.463433,-76.499466,Ithaca - Northside/ Fall Creek ,""
